,event,timestamp
0,0,2019-03-20 16:52:21.938552
1,1,2019-03-20 16:52:33.087825
2,1,2019-03-20 16:52:38.886165
3,1,2019-03-20 16:52:40.865123
4,1,2019-03-20 16:52:45.375461
5,1,2019-03-20 16:52:51.879461
6,1,2019-03-20 16:52:52.942980
7,1,2019-03-20 16:52:53.544244
8,1,2019-03-20 16:52:54.202948
9,1,2019-03-20 16:52:54.581528
10,1,2019-03-20 16:52:54.886850
11,1,2019-03-20 16:52:55.187805
12,1,2019-03-20 16:52:55.488714
13,1,2019-03-20 16:52:57.333903
14,1,2019-03-20 16:53:01.259989
15,1,2019-03-20 16:53:01.560888
16,1,2019-03-20 16:53:01.861792
17,1,2019-03-20 16:53:02.182939
18,1,2019-03-20 16:53:02.483841
19,1,2019-03-20 16:53:02.785035
20,1,2019-03-20 16:53:03.086184
21,1,2019-03-20 16:53:04.083326
22,1,2019-03-20 16:53:07.051293
23,1,2019-03-20 16:53:07.351960
24,1,2019-03-20 16:53:07.652585
25,1,2019-03-20 16:53:09.265077
26,1,2019-03-20 16:53:22.451107
27,1,2019-03-20 16:53:22.751847
28,1,2019-03-20 16:53:32.968846
29,1,2019-03-20 16:53:34.055519
30,1,2019-03-20 16:53:42.899854
31,1,2019-03-20 16:53:44.624609
32,1,2019-03-20 16:53:45.968699
33,1,2019-03-20 16:53:47.393700
34,1,2019-03-20 16:53:47.777473
35,1,2019-03-20 16:53:48.095290
36,1,2019-03-20 16:53:48.415107
37,1,2019-03-20 16:53:49.090886
38,1,2019-03-20 16:53:51.425881
39,1,2019-03-20 16:53:54.832367
40,1,2019-03-20 16:53:56.731012
41,1,2019-03-20 16:54:00.530523
42,1,2019-03-20 16:54:00.928369
43,1,2019-03-20 16:54:01.508379
44,1,2019-03-20 16:54:01.809151
45,1,2019-03-20 16:54:02.110148
46,1,2019-03-20 16:54:02.640818
47,1,2019-03-20 16:54:03.090139
48,1,2019-03-20 16:54:04.813841
49,1,2019-03-20 16:54:05.451305
50,1,2019-03-20 16:54:06.498868
51,1,2019-03-20 16:54:06.799590
52,1,2019-03-20 16:54:07.100260
53,1,2019-03-20 16:54:07.400957
54,1,2019-03-20 16:54:07.701839
55,1,2019-03-20 16:54:08.002777
56,1,2019-03-20 16:54:09.596711
57,1,2019-03-20 16:54:09.909894
58,1,2019-03-20 16:54:10.210649
59,1,2019-03-20 16:54:10.593663
60,1,2019-03-20 16:54:10.894686
61,1,2019-03-20 16:54:11.291412
62,1,2019-03-20 16:54:11.592328
63,2,2019-03-20 16:54:13.154066
