,event,timestamp
0,0,2019-03-06 17:58:52.208744
1,1,2019-03-06 17:59:02.090001
2,1,2019-03-06 17:59:11.631771
3,1,2019-03-06 17:59:19.096006
4,1,2019-03-06 17:59:20.350965
5,1,2019-03-06 17:59:21.576086
6,1,2019-03-06 17:59:24.490433
7,1,2019-03-06 17:59:24.842847
8,1,2019-03-06 17:59:25.174289
9,1,2019-03-06 17:59:25.845623
10,1,2019-03-06 17:59:26.712202
11,1,2019-03-06 17:59:29.056764
12,1,2019-03-06 17:59:30.668553
13,1,2019-03-06 17:59:34.007280
14,1,2019-03-06 17:59:34.440123
15,1,2019-03-06 17:59:36.664790
16,1,2019-03-06 17:59:36.965464
17,1,2019-03-06 17:59:37.457947
18,1,2019-03-06 17:59:37.954154
19,1,2019-03-06 17:59:38.430469
20,1,2019-03-06 17:59:41.181015
21,1,2019-03-06 17:59:49.162483
22,1,2019-03-06 17:59:52.680111
23,1,2019-03-06 17:59:53.656049
24,1,2019-03-06 17:59:54.319869
25,1,2019-03-06 17:59:54.907406
26,1,2019-03-06 17:59:57.554688
27,1,2019-03-06 18:00:03.591276
28,1,2019-03-06 18:00:10.944921
29,1,2019-03-06 18:00:12.190880
30,1,2019-03-06 18:00:13.447425
31,1,2019-03-06 18:00:14.503249
32,1,2019-03-06 18:00:16.353330
33,1,2019-03-06 18:00:17.049185
34,1,2019-03-06 18:00:18.028839
35,1,2019-03-06 18:00:19.749497
36,1,2019-03-06 18:00:20.050169
37,1,2019-03-06 18:00:20.350940
38,1,2019-03-06 18:00:20.651818
39,1,2019-03-06 18:00:20.988151
40,1,2019-03-06 18:00:21.304463
41,1,2019-03-06 18:00:21.605398
42,1,2019-03-06 18:00:22.084562
43,1,2019-03-06 18:00:22.445859
44,1,2019-03-06 18:00:22.746598
45,1,2019-03-06 18:00:23.047288
46,1,2019-03-06 18:00:23.348135
47,1,2019-03-06 18:00:23.674545
48,1,2019-03-06 18:00:24.353591
49,1,2019-03-06 18:00:24.825925
50,1,2019-03-06 18:00:25.131230
51,1,2019-03-06 18:00:26.745065
52,1,2019-03-06 18:00:27.071075
53,1,2019-03-06 18:00:27.460558
54,1,2019-03-06 18:00:27.761309
55,1,2019-03-06 18:00:28.669937
56,1,2019-03-06 18:00:29.202521
57,1,2019-03-06 18:00:29.615189
58,1,2019-03-06 18:00:29.915909
59,1,2019-03-06 18:00:30.216644
60,1,2019-03-06 18:00:30.517378
61,1,2019-03-06 18:00:30.818359
62,1,2019-03-06 18:00:31.119377
63,1,2019-03-06 18:00:31.420326
64,2,2019-03-06 18:00:33.150062
