,event,timestamp
0,0,2019-03-22 17:49:37.242054
1,1,2019-03-22 17:49:37.971920
2,1,2019-03-22 17:49:38.500371
3,1,2019-03-22 17:49:53.282340
4,1,2019-03-22 17:50:08.378228
5,1,2019-03-22 17:50:08.679031
6,1,2019-03-22 17:50:09.553906
7,1,2019-03-22 17:50:18.783915
8,1,2019-03-22 17:50:24.014126
9,1,2019-03-22 17:50:25.563078
10,1,2019-03-22 17:50:32.667614
11,1,2019-03-22 17:50:35.133679
12,1,2019-03-22 17:50:36.869681
13,1,2019-03-22 17:50:50.929650
14,1,2019-03-22 17:50:54.693518
15,1,2019-03-22 17:50:55.220495
16,1,2019-03-22 17:50:57.444515
17,1,2019-03-22 17:50:57.745234
18,1,2019-03-22 17:51:03.068834
19,1,2019-03-22 17:51:03.784090
20,1,2019-03-22 17:51:06.718924
21,1,2019-03-22 17:51:07.243911
22,1,2019-03-22 17:51:07.751246
23,1,2019-03-22 17:51:08.118532
24,1,2019-03-22 17:51:08.419232
25,1,2019-03-22 17:51:09.663074
26,1,2019-03-22 17:51:11.085537
27,1,2019-03-22 17:51:23.133458
28,1,2019-03-22 17:51:23.516874
29,1,2019-03-22 17:51:25.945223
30,1,2019-03-22 17:51:27.238431
31,1,2019-03-22 17:51:32.117926
32,1,2019-03-22 17:51:32.970467
33,1,2019-03-22 17:51:33.340961
34,1,2019-03-22 17:51:33.641674
35,1,2019-03-22 17:51:33.942420
36,1,2019-03-22 17:51:34.243165
37,1,2019-03-22 17:51:35.140097
38,1,2019-03-22 17:51:37.665994
39,1,2019-03-22 17:51:37.970265
40,1,2019-03-22 17:51:38.270960
41,1,2019-03-22 17:51:38.632698
42,1,2019-03-22 17:51:39.540245
43,1,2019-03-22 17:51:40.619128
44,1,2019-03-22 17:51:42.205970
45,1,2019-03-22 17:51:42.643984
46,2,2019-03-22 17:51:44.308062
