,event,timestamp
0,0,2019-03-21 12:36:32.045910
1,1,2019-03-21 12:36:37.242980
2,1,2019-03-21 12:36:41.060232
3,1,2019-03-21 12:36:41.494480
4,1,2019-03-21 12:36:41.805764
5,1,2019-03-21 12:36:43.611740
6,1,2019-03-21 12:36:43.912497
7,1,2019-03-21 12:36:44.213181
8,1,2019-03-21 12:36:44.513859
9,1,2019-03-21 12:36:51.479086
10,1,2019-03-21 12:36:51.780281
11,1,2019-03-21 12:36:52.081053
12,1,2019-03-21 12:36:52.382002
13,1,2019-03-21 12:36:52.682851
14,1,2019-03-21 12:36:52.986977
15,1,2019-03-21 12:36:57.049049
16,1,2019-03-21 12:36:57.552249
17,1,2019-03-21 12:36:58.542447
18,1,2019-03-21 12:36:59.134619
19,1,2019-03-21 12:36:59.893466
20,1,2019-03-21 12:37:00.195154
21,1,2019-03-21 12:37:00.498122
22,1,2019-03-21 12:37:05.052372
23,1,2019-03-21 12:37:06.137349
24,1,2019-03-21 12:37:08.826840
25,1,2019-03-21 12:37:09.473509
26,1,2019-03-21 12:37:10.456088
27,1,2019-03-21 12:37:13.862407
28,1,2019-03-21 12:37:14.497838
29,1,2019-03-21 12:37:14.827758
30,1,2019-03-21 12:37:17.434681
31,1,2019-03-21 12:37:20.340790
32,1,2019-03-21 12:37:21.524057
33,1,2019-03-21 12:37:23.167001
34,1,2019-03-21 12:37:26.260877
35,1,2019-03-21 12:37:26.710586
36,1,2019-03-21 12:37:27.011233
37,1,2019-03-21 12:37:27.408377
38,1,2019-03-21 12:37:27.724002
39,1,2019-03-21 12:37:28.721388
40,1,2019-03-21 12:37:31.633837
41,1,2019-03-21 12:37:32.117173
42,1,2019-03-21 12:37:32.417890
43,2,2019-03-21 12:37:33.474767
