,event,timestamp
0,0,2019-03-23 09:52:35.869925
1,1,2019-03-23 09:52:36.863289
2,1,2019-03-23 09:52:38.939238
3,1,2019-03-23 09:52:41.051384
4,1,2019-03-23 09:52:41.352049
5,1,2019-03-23 09:52:41.652699
6,1,2019-03-23 09:52:41.953362
7,1,2019-03-23 09:52:42.254107
8,1,2019-03-23 09:52:42.554987
9,1,2019-03-23 09:52:42.905434
10,1,2019-03-23 09:52:44.694973
11,1,2019-03-23 09:52:47.680058
12,1,2019-03-23 09:52:49.100487
13,1,2019-03-23 09:52:52.467537
14,1,2019-03-23 09:52:55.618752
15,1,2019-03-23 09:52:56.821082
16,1,2019-03-23 09:52:57.123955
17,1,2019-03-23 09:52:58.352335
18,1,2019-03-23 09:52:59.132114
19,1,2019-03-23 09:53:01.060150
20,1,2019-03-23 09:53:02.824020
21,1,2019-03-23 09:53:03.613232
22,1,2019-03-23 09:53:03.919767
23,1,2019-03-23 09:53:04.665226
24,1,2019-03-23 09:53:07.006861
25,1,2019-03-23 09:53:08.960785
26,1,2019-03-23 09:53:09.530909
27,1,2019-03-23 09:53:10.232398
28,1,2019-03-23 09:53:12.389085
29,1,2019-03-23 09:53:12.779082
30,1,2019-03-23 09:53:15.721272
31,1,2019-03-23 09:53:18.674564
32,1,2019-03-23 09:53:20.740734
33,1,2019-03-23 09:53:21.102091
34,1,2019-03-23 09:53:21.654792
35,1,2019-03-23 09:53:21.955495
36,1,2019-03-23 09:53:22.265428
37,1,2019-03-23 09:53:22.614192
38,1,2019-03-23 09:53:22.914940
39,1,2019-03-23 09:53:23.215873
40,1,2019-03-23 09:53:23.556819
41,1,2019-03-23 09:53:24.996398
42,1,2019-03-23 09:53:25.297052
43,1,2019-03-23 09:53:25.597685
44,1,2019-03-23 09:53:26.123949
45,1,2019-03-23 09:53:26.536553
46,1,2019-03-23 09:53:27.972561
47,1,2019-03-23 09:53:30.199864
48,1,2019-03-23 09:53:30.933575
49,1,2019-03-23 09:53:31.288125
50,1,2019-03-23 09:53:31.741705
51,1,2019-03-23 09:53:32.119189
52,1,2019-03-23 09:53:32.908661
53,1,2019-03-23 09:53:33.209332
54,1,2019-03-23 09:53:33.905299
55,1,2019-03-23 09:53:34.214842
56,1,2019-03-23 09:53:34.515537
57,1,2019-03-23 09:53:34.816375
58,1,2019-03-23 09:53:35.117064
59,1,2019-03-23 09:53:35.484894
60,1,2019-03-23 09:53:36.299618
61,1,2019-03-23 09:53:37.438269
62,1,2019-03-23 09:53:37.738945
63,1,2019-03-23 09:53:38.568180
64,1,2019-03-23 09:53:38.868861
65,1,2019-03-23 09:53:39.252080
66,1,2019-03-23 09:53:40.685934
67,1,2019-03-23 09:53:41.004126
68,1,2019-03-23 09:53:41.304809
69,1,2019-03-23 09:53:42.211298
70,1,2019-03-23 09:53:42.511981
71,1,2019-03-23 09:53:43.518577
72,1,2019-03-23 09:53:44.018926
73,1,2019-03-23 09:53:44.398767
74,1,2019-03-23 09:53:45.512373
75,1,2019-03-23 09:53:46.328866
76,1,2019-03-23 09:53:46.630308
77,2,2019-03-23 09:53:48.716942
