,event,timestamp
0,0,2019-02-22 16:46:23.814507
1,1,2019-02-22 16:46:24.836346
2,1,2019-02-22 16:46:25.137129
3,1,2019-02-22 16:46:25.786850
4,2,2019-02-22 16:46:29.707360
