,event,timestamp
0,0,2019-02-25 17:31:50.116725
1,1,2019-02-25 17:31:58.272196
2,1,2019-02-25 17:31:58.613107
3,1,2019-02-25 17:32:01.619240
4,1,2019-02-25 17:32:01.925233
5,1,2019-02-25 17:32:02.335580
6,1,2019-02-25 17:32:03.248428
7,1,2019-02-25 17:32:03.549103
8,1,2019-02-25 17:32:04.019918
9,1,2019-02-25 17:32:04.440482
10,1,2019-02-25 17:32:04.741322
11,1,2019-02-25 17:32:05.056889
12,1,2019-02-25 17:32:06.703494
13,1,2019-02-25 17:32:07.004139
14,1,2019-02-25 17:32:08.388371
15,1,2019-02-25 17:32:12.821159
16,1,2019-02-25 17:32:14.424622
17,1,2019-02-25 17:32:16.156385
18,1,2019-02-25 17:32:16.467652
19,1,2019-02-25 17:32:16.768348
20,1,2019-02-25 17:32:17.336307
21,1,2019-02-25 17:32:19.581336
22,1,2019-02-25 17:32:23.730481
23,1,2019-02-25 17:32:24.372045
24,1,2019-02-25 17:32:27.426687
25,1,2019-02-25 17:32:31.612405
26,1,2019-02-25 17:32:31.913083
27,1,2019-02-25 17:32:32.484468
28,1,2019-02-25 17:32:32.939937
29,1,2019-02-25 17:32:33.370650
30,1,2019-02-25 17:32:41.683631
31,1,2019-02-25 17:32:42.154356
32,1,2019-02-25 17:32:42.455106
33,1,2019-02-25 17:32:49.248816
34,1,2019-02-25 17:32:49.765483
35,1,2019-02-25 17:32:50.186147
36,1,2019-02-25 17:32:50.486853
37,1,2019-02-25 17:32:52.938187
38,1,2019-02-25 17:32:53.442137
39,1,2019-02-25 17:32:55.374982
40,1,2019-02-25 17:32:55.675637
41,1,2019-02-25 17:32:55.981775
42,1,2019-02-25 17:32:56.344714
43,1,2019-02-25 17:32:56.645631
44,1,2019-02-25 17:32:57.967442
45,1,2019-02-25 17:32:58.268158
46,1,2019-02-25 17:32:58.944175
47,1,2019-02-25 17:33:00.766671
48,1,2019-02-25 17:33:06.824090
49,1,2019-02-25 17:33:09.334288
50,1,2019-02-25 17:33:10.832976
51,1,2019-02-25 17:33:14.148573
52,1,2019-02-25 17:33:14.462687
53,1,2019-02-25 17:33:14.765108
54,1,2019-02-25 17:33:15.124706
55,1,2019-02-25 17:33:16.359525
56,1,2019-02-25 17:33:17.176192
57,1,2019-02-25 17:33:17.594232
58,1,2019-02-25 17:33:24.175354
59,1,2019-02-25 17:33:26.323986
60,1,2019-02-25 17:33:28.479959
61,1,2019-02-25 17:33:28.814208
62,1,2019-02-25 17:33:29.123242
63,1,2019-02-25 17:33:29.618160
64,1,2019-02-25 17:33:29.939191
65,1,2019-02-25 17:33:31.171567
66,1,2019-02-25 17:33:34.296183
67,1,2019-02-25 17:33:34.596846
68,1,2019-02-25 17:33:34.897534
69,1,2019-02-25 17:33:35.252677
70,1,2019-02-25 17:33:35.859019
71,1,2019-02-25 17:33:39.255307
72,1,2019-02-25 17:33:40.113838
73,1,2019-02-25 17:33:40.414547
74,1,2019-02-25 17:33:40.715266
75,1,2019-02-25 17:33:41.016343
76,1,2019-02-25 17:33:41.317353
77,1,2019-02-25 17:33:41.618377
78,1,2019-02-25 17:33:41.919429
79,1,2019-02-25 17:33:42.220453
80,1,2019-02-25 17:33:42.934710
81,1,2019-02-25 17:33:45.522154
82,1,2019-02-25 17:33:49.685580
83,1,2019-02-25 17:33:49.988815
84,1,2019-02-25 17:33:50.333506
85,1,2019-02-25 17:33:51.278954
86,1,2019-02-25 17:33:51.583749
87,1,2019-02-25 17:33:52.430255
88,1,2019-02-25 17:33:55.293991
89,1,2019-02-25 17:33:58.388088
90,1,2019-02-25 17:33:58.862454
91,1,2019-02-25 17:34:00.326998
92,1,2019-02-25 17:34:01.298324
93,1,2019-02-25 17:34:03.563013
94,1,2019-02-25 17:34:03.881132
95,1,2019-02-25 17:34:04.192252
96,1,2019-02-25 17:34:04.492950
97,1,2019-02-25 17:34:04.913313
98,2,2019-02-25 17:34:19.856928
