voltage,timestamp
0.346435546875,2019-03-23 14:17:06.794000
0.347900390625,2019-03-23 14:17:07.194000
0.3486328125,2019-03-23 14:17:07.594000
0.3486328125,2019-03-23 14:17:07.994000
0.349365234375,2019-03-23 14:17:08.394000
0.35009765625,2019-03-23 14:17:08.794000
0.349365234375,2019-03-23 14:17:09.194000
0.346435546875,2019-03-23 14:17:09.594000
0.34423828125,2019-03-23 14:17:09.994000
0.34423828125,2019-03-23 14:17:10.394000
0.344970703125,2019-03-23 14:17:10.794000
0.345703125,2019-03-23 14:17:11.194000
0.346435546875,2019-03-23 14:17:11.594000
0.34716796875,2019-03-23 14:17:11.994000
0.347900390625,2019-03-23 14:17:12.394000
0.3486328125,2019-03-23 14:17:12.794000
0.347900390625,2019-03-23 14:17:13.194000
0.349365234375,2019-03-23 14:17:13.594000
0.347900390625,2019-03-23 14:17:13.994000
0.34716796875,2019-03-23 14:17:14.394000
0.34716796875,2019-03-23 14:17:14.794000
0.34716796875,2019-03-23 14:17:15.194000
0.346435546875,2019-03-23 14:17:15.594000
0.34716796875,2019-03-23 14:17:15.994000
0.34716796875,2019-03-23 14:17:16.394000
0.34716796875,2019-03-23 14:17:16.794000
0.346435546875,2019-03-23 14:17:17.194000
0.346435546875,2019-03-23 14:17:17.594000
0.346435546875,2019-03-23 14:17:17.994000
0.346435546875,2019-03-23 14:17:18.394000
0.345703125,2019-03-23 14:17:18.794000
0.346435546875,2019-03-23 14:17:19.194000
0.345703125,2019-03-23 14:17:19.594000
0.346435546875,2019-03-23 14:17:19.994000
0.346435546875,2019-03-23 14:17:20.394000
0.350830078125,2019-03-23 14:17:20.794000
0.34716796875,2019-03-23 14:17:21.194000
0.347900390625,2019-03-23 14:17:21.594000
0.347900390625,2019-03-23 14:17:21.994000
0.347900390625,2019-03-23 14:17:22.394000
0.3486328125,2019-03-23 14:17:22.794000
0.347900390625,2019-03-23 14:17:23.194000
0.344970703125,2019-03-23 14:17:23.594000
0.3427734375,2019-03-23 14:17:23.994000
0.3427734375,2019-03-23 14:17:24.394000
0.3427734375,2019-03-23 14:17:24.794000
0.3427734375,2019-03-23 14:17:25.194000
0.3427734375,2019-03-23 14:17:25.594000
0.3427734375,2019-03-23 14:17:25.994000
0.343505859375,2019-03-23 14:17:26.394000
0.343505859375,2019-03-23 14:17:26.794000
0.34423828125,2019-03-23 14:17:27.194000
0.344970703125,2019-03-23 14:17:27.594000
0.344970703125,2019-03-23 14:17:27.994000
0.344970703125,2019-03-23 14:17:28.394000
0.344970703125,2019-03-23 14:17:28.794000
0.3427734375,2019-03-23 14:17:29.194000
0.33984375,2019-03-23 14:17:29.594000
0.33837890625,2019-03-23 14:17:29.994000
0.33837890625,2019-03-23 14:17:30.394000
0.339111328125,2019-03-23 14:17:30.794000
0.3427734375,2019-03-23 14:17:31.194000
0.33984375,2019-03-23 14:17:31.594000
0.33984375,2019-03-23 14:17:31.994000
0.33984375,2019-03-23 14:17:32.394000
0.340576171875,2019-03-23 14:17:32.794000
0.340576171875,2019-03-23 14:17:33.194000
0.340576171875,2019-03-23 14:17:33.594000
0.340576171875,2019-03-23 14:17:33.994000
0.340576171875,2019-03-23 14:17:34.394000
0.340576171875,2019-03-23 14:17:34.794000
0.340576171875,2019-03-23 14:17:35.194000
0.33984375,2019-03-23 14:17:35.594000
0.340576171875,2019-03-23 14:17:35.994000
0.33984375,2019-03-23 14:17:36.394000
0.339111328125,2019-03-23 14:17:36.794000
0.33837890625,2019-03-23 14:17:37.194000
0.33837890625,2019-03-23 14:17:37.594000
0.33837890625,2019-03-23 14:17:37.994000
0.337646484375,2019-03-23 14:17:38.394000
0.337646484375,2019-03-23 14:17:38.794000
0.3369140625,2019-03-23 14:17:39.194000
0.3369140625,2019-03-23 14:17:39.594000
0.3369140625,2019-03-23 14:17:39.994000
0.3369140625,2019-03-23 14:17:40.394000
0.3369140625,2019-03-23 14:17:40.794000
0.336181640625,2019-03-23 14:17:41.194000
0.33984375,2019-03-23 14:17:41.594000
0.336181640625,2019-03-23 14:17:41.994000
0.33544921875,2019-03-23 14:17:42.394000
0.333251953125,2019-03-23 14:17:42.794000
0.33251953125,2019-03-23 14:17:43.194000
0.33251953125,2019-03-23 14:17:43.594000
0.33251953125,2019-03-23 14:17:43.994000
0.3310546875,2019-03-23 14:17:44.394000
0.32958984375,2019-03-23 14:17:44.794000
0.32958984375,2019-03-23 14:17:45.194000
0.328857421875,2019-03-23 14:17:45.594000
0.328857421875,2019-03-23 14:17:45.994000
0.328857421875,2019-03-23 14:17:46.394000
0.328857421875,2019-03-23 14:17:46.794000
0.32958984375,2019-03-23 14:17:47.194000
0.3310546875,2019-03-23 14:17:47.594000
0.3310546875,2019-03-23 14:17:47.994000
0.331787109375,2019-03-23 14:17:48.394000
0.331787109375,2019-03-23 14:17:48.794000
0.3310546875,2019-03-23 14:17:49.194000
0.3310546875,2019-03-23 14:17:49.594000
0.331787109375,2019-03-23 14:17:49.994000
0.331787109375,2019-03-23 14:17:50.394000
0.3310546875,2019-03-23 14:17:50.794000
0.330322265625,2019-03-23 14:17:51.194000
0.328857421875,2019-03-23 14:17:51.594000
0.33251953125,2019-03-23 14:17:51.994000
0.327392578125,2019-03-23 14:17:52.394000
0.32666015625,2019-03-23 14:17:52.794000
0.32666015625,2019-03-23 14:17:53.194000
0.32666015625,2019-03-23 14:17:53.594000
0.32666015625,2019-03-23 14:17:53.994000
0.32666015625,2019-03-23 14:17:54.394000
0.325927734375,2019-03-23 14:17:54.794000
0.32666015625,2019-03-23 14:17:55.194000
0.325927734375,2019-03-23 14:17:55.594000
0.3251953125,2019-03-23 14:17:55.994000
0.324462890625,2019-03-23 14:17:56.394000
0.324462890625,2019-03-23 14:17:56.794000
0.324462890625,2019-03-23 14:17:57.194000
0.32373046875,2019-03-23 14:17:57.594000
0.32373046875,2019-03-23 14:17:57.994000
0.322265625,2019-03-23 14:17:58.394000
0.321533203125,2019-03-23 14:17:58.794000
0.32080078125,2019-03-23 14:17:59.194000
0.32080078125,2019-03-23 14:17:59.594000
0.32080078125,2019-03-23 14:17:59.994000
0.32080078125,2019-03-23 14:18:00.394000
0.3193359375,2019-03-23 14:18:00.794000
0.318603515625,2019-03-23 14:18:01.194000
0.317138671875,2019-03-23 14:18:01.594000
0.317138671875,2019-03-23 14:18:01.994000
0.32080078125,2019-03-23 14:18:02.394000
0.31640625,2019-03-23 14:18:02.794000
0.315673828125,2019-03-23 14:18:03.194000
0.31494140625,2019-03-23 14:18:03.594000
0.315673828125,2019-03-23 14:18:03.994000
0.315673828125,2019-03-23 14:18:04.394000
0.315673828125,2019-03-23 14:18:04.794000
0.31494140625,2019-03-23 14:18:05.194000
0.315673828125,2019-03-23 14:18:05.594000
0.31494140625,2019-03-23 14:18:05.994000
0.31494140625,2019-03-23 14:18:06.394000
0.31640625,2019-03-23 14:18:06.794000
0.315673828125,2019-03-23 14:18:07.194000
0.315673828125,2019-03-23 14:18:07.594000
0.31640625,2019-03-23 14:18:07.994000
0.31640625,2019-03-23 14:18:08.394000
0.31640625,2019-03-23 14:18:08.794000
0.315673828125,2019-03-23 14:18:09.194000
0.31640625,2019-03-23 14:18:09.594000
0.31640625,2019-03-23 14:18:09.994000
