,event,timestamp
0,0,2019-02-25 17:40:50.571551
1,1,2019-02-25 17:40:57.721146
2,1,2019-02-25 17:41:06.450502
3,1,2019-02-25 17:41:06.762489
4,1,2019-02-25 17:41:08.039286
5,1,2019-02-25 17:41:10.626141
6,1,2019-02-25 17:41:11.485752
7,1,2019-02-25 17:41:15.287374
8,1,2019-02-25 17:41:21.185280
9,1,2019-02-25 17:41:21.665397
10,1,2019-02-25 17:41:23.881860
11,1,2019-02-25 17:41:24.182576
12,1,2019-02-25 17:41:24.483305
13,1,2019-02-25 17:41:24.783989
14,1,2019-02-25 17:41:27.766648
15,1,2019-02-25 17:41:28.424099
16,1,2019-02-25 17:41:28.858163
17,1,2019-02-25 17:41:30.150269
18,1,2019-02-25 17:41:30.450923
19,1,2019-02-25 17:41:47.566154
20,1,2019-02-25 17:41:47.866839
21,1,2019-02-25 17:41:48.297417
22,1,2019-02-25 17:41:51.779576
23,1,2019-02-25 17:42:01.064291
24,1,2019-02-25 17:42:03.115040
25,1,2019-02-25 17:42:06.711380
26,1,2019-02-25 17:42:09.068289
27,1,2019-02-25 17:42:10.184593
28,1,2019-02-25 17:42:14.674454
29,1,2019-02-25 17:42:16.445503
30,1,2019-02-25 17:42:19.951633
31,1,2019-02-25 17:42:20.252310
32,1,2019-02-25 17:42:22.826757
33,2,2019-02-25 17:42:29.311893
