,event,timestamp
0,0,2019-03-23 13:42:29.996647
1,1,2019-03-23 13:42:41.424816
2,1,2019-03-23 13:42:42.561322
3,1,2019-03-23 13:42:45.786731
4,1,2019-03-23 13:42:46.290484
5,1,2019-03-23 13:42:47.232395
6,1,2019-03-23 13:42:47.533022
7,1,2019-03-23 13:42:48.062854
8,1,2019-03-23 13:42:50.487932
9,1,2019-03-23 13:42:51.242485
10,1,2019-03-23 13:42:51.664450
11,1,2019-03-23 13:42:52.568581
12,1,2019-03-23 13:42:52.990346
13,1,2019-03-23 13:42:53.578427
14,1,2019-03-23 13:42:56.634258
15,1,2019-03-23 13:42:58.451007
16,1,2019-03-23 13:42:58.877541
17,1,2019-03-23 13:42:59.196551
18,1,2019-03-23 13:42:59.497094
19,1,2019-03-23 13:42:59.797863
20,1,2019-03-23 13:43:00.098790
21,1,2019-03-23 13:43:02.096243
22,1,2019-03-23 13:43:03.014365
23,1,2019-03-23 13:43:03.920016
24,1,2019-03-23 13:43:04.266030
25,1,2019-03-23 13:43:14.042658
26,1,2019-03-23 13:43:14.343455
27,1,2019-03-23 13:43:14.741996
28,1,2019-03-23 13:43:17.933337
29,1,2019-03-23 13:43:18.462054
30,1,2019-03-23 13:43:19.598462
31,1,2019-03-23 13:43:20.295448
32,1,2019-03-23 13:43:20.596114
33,1,2019-03-23 13:43:21.453954
34,1,2019-03-23 13:43:21.754854
35,1,2019-03-23 13:43:22.055718
36,1,2019-03-23 13:43:22.528534
37,1,2019-03-23 13:43:22.829645
38,1,2019-03-23 13:43:23.484791
39,1,2019-03-23 13:43:31.615855
40,1,2019-03-23 13:43:32.502969
41,1,2019-03-23 13:43:33.973375
42,1,2019-03-23 13:43:34.274054
43,1,2019-03-23 13:43:36.918153
44,1,2019-03-23 13:43:37.228946
45,1,2019-03-23 13:43:38.391248
46,1,2019-03-23 13:43:41.506600
47,1,2019-03-23 13:43:42.250988
48,1,2019-03-23 13:43:43.017218
49,1,2019-03-23 13:43:45.589987
50,1,2019-03-23 13:43:45.890689
51,1,2019-03-23 13:43:46.191392
52,1,2019-03-23 13:43:46.559039
53,1,2019-03-23 13:43:48.110801
54,1,2019-03-23 13:43:48.411497
55,1,2019-03-23 13:43:50.503473
56,1,2019-03-23 13:43:51.075950
57,1,2019-03-23 13:43:51.490881
58,1,2019-03-23 13:43:51.791659
59,1,2019-03-23 13:43:53.855458
60,1,2019-03-23 13:43:55.508585
61,1,2019-03-23 13:43:56.653762
62,1,2019-03-23 13:43:57.021113
63,1,2019-03-23 13:43:57.635200
64,1,2019-03-23 13:43:58.122677
65,1,2019-03-23 13:43:58.459940
66,1,2019-03-23 13:44:00.615255
67,1,2019-03-23 13:44:01.309816
68,1,2019-03-23 13:44:01.610538
69,1,2019-03-23 13:44:02.012817
70,1,2019-03-23 13:44:02.313658
71,1,2019-03-23 13:44:02.614246
72,1,2019-03-23 13:44:02.914970
73,1,2019-03-23 13:44:03.215975
74,1,2019-03-23 13:44:03.699850
75,1,2019-03-23 13:44:04.000596
76,1,2019-03-23 13:44:04.760146
77,1,2019-03-23 13:44:05.318006
78,1,2019-03-23 13:44:05.675366
79,1,2019-03-23 13:44:08.119835
80,1,2019-03-23 13:44:08.479589
81,1,2019-03-23 13:44:08.780136
82,1,2019-03-23 13:44:09.080880
83,1,2019-03-23 13:44:09.418718
84,1,2019-03-23 13:44:10.318471
85,1,2019-03-23 13:44:11.298381
86,1,2019-03-23 13:44:13.441612
87,1,2019-03-23 13:44:15.750225
88,1,2019-03-23 13:44:17.760602
89,1,2019-03-23 13:44:18.061170
90,1,2019-03-23 13:44:18.543459
91,1,2019-03-23 13:44:19.401566
92,2,2019-03-23 13:44:20.471265
