,event,timestamp
0,0,2019-03-23 12:42:21.991208
1,1,2019-03-23 12:42:23.524091
2,1,2019-03-23 12:42:28.493094
3,1,2019-03-23 12:42:30.116591
4,1,2019-03-23 12:42:30.417704
5,1,2019-03-23 12:42:30.718383
6,1,2019-03-23 12:42:31.824292
7,1,2019-03-23 12:42:32.538576
8,1,2019-03-23 12:42:33.318292
9,1,2019-03-23 12:42:35.706415
10,1,2019-03-23 12:42:36.902526
11,1,2019-03-23 12:42:39.579774
12,1,2019-03-23 12:42:41.226853
13,1,2019-03-23 12:42:42.648069
14,1,2019-03-23 12:42:42.984571
15,1,2019-03-23 12:42:43.468115
16,1,2019-03-23 12:42:47.122476
17,1,2019-03-23 12:42:47.464811
18,1,2019-03-23 12:42:49.439925
19,1,2019-03-23 12:42:50.173322
20,1,2019-03-23 12:42:50.473917
21,1,2019-03-23 12:42:50.775437
22,1,2019-03-23 12:42:52.513422
23,1,2019-03-23 12:42:52.985405
24,1,2019-03-23 12:42:54.619969
25,1,2019-03-23 12:42:55.815062
26,1,2019-03-23 12:43:00.772026
27,1,2019-03-23 12:43:05.345515
28,1,2019-03-23 12:43:09.372530
29,1,2019-03-23 12:43:13.305502
30,1,2019-03-23 12:43:21.711168
31,1,2019-03-23 12:43:22.118470
32,1,2019-03-23 12:43:30.544315
33,1,2019-03-23 12:43:31.901708
34,1,2019-03-23 12:43:33.128657
35,1,2019-03-23 12:43:33.666444
36,1,2019-03-23 12:43:35.893090
37,1,2019-03-23 12:43:36.193594
38,1,2019-03-23 12:43:37.868263
39,1,2019-03-23 12:43:42.273572
40,1,2019-03-23 12:43:43.131876
41,1,2019-03-23 12:43:43.741679
42,1,2019-03-23 12:43:44.930787
43,1,2019-03-23 12:43:45.842591
44,1,2019-03-23 12:43:46.360403
45,1,2019-03-23 12:43:48.936640
46,1,2019-03-23 12:43:49.368788
47,1,2019-03-23 12:43:49.781124
48,1,2019-03-23 12:43:50.464925
49,1,2019-03-23 12:43:58.733865
50,1,2019-03-23 12:43:59.212497
51,1,2019-03-23 12:43:59.535347
52,1,2019-03-23 12:43:59.835922
53,1,2019-03-23 12:44:00.990463
54,1,2019-03-23 12:44:02.283656
55,1,2019-03-23 12:44:05.079351
56,1,2019-03-23 12:44:05.518278
57,2,2019-03-23 12:44:06.797580
