,event,timestamp
0,0,2019-02-25 15:25:20.975510
1,1,2019-02-25 15:25:21.935769
2,1,2019-02-25 15:25:22.734042
3,1,2019-02-25 15:25:28.959974
4,1,2019-02-25 15:25:33.791183
5,1,2019-02-25 15:25:35.121016
6,1,2019-02-25 15:25:35.426321
7,1,2019-02-25 15:25:35.930448
8,1,2019-02-25 15:25:36.851758
9,1,2019-02-25 15:25:37.789453
10,1,2019-02-25 15:25:38.090065
11,1,2019-02-25 15:25:38.390716
12,1,2019-02-25 15:25:40.394865
13,1,2019-02-25 15:25:40.695531
14,1,2019-02-25 15:25:41.446976
15,1,2019-02-25 15:25:42.001580
16,1,2019-02-25 15:25:44.343788
17,1,2019-02-25 15:25:48.506547
18,1,2019-02-25 15:25:48.807163
19,1,2019-02-25 15:25:50.653543
20,1,2019-02-25 15:25:52.509306
21,1,2019-02-25 15:25:55.431698
22,1,2019-02-25 15:25:58.078355
23,1,2019-02-25 15:25:58.507150
24,1,2019-02-25 15:25:58.828548
25,1,2019-02-25 15:25:59.638151
26,1,2019-02-25 15:25:59.938792
27,1,2019-02-25 15:26:00.330539
28,1,2019-02-25 15:26:02.334780
29,1,2019-02-25 15:26:17.337855
30,1,2019-02-25 15:26:19.048998
31,1,2019-02-25 15:26:19.455326
32,1,2019-02-25 15:26:19.958107
33,1,2019-02-25 15:26:21.655244
34,1,2019-02-25 15:26:22.783424
35,1,2019-02-25 15:26:26.282559
36,1,2019-02-25 15:26:26.670468
37,1,2019-02-25 15:26:29.509592
38,1,2019-02-25 15:26:30.668189
39,1,2019-02-25 15:26:32.874902
40,1,2019-02-25 15:26:33.175611
41,1,2019-02-25 15:26:34.220989
42,1,2019-02-25 15:26:35.899118
43,1,2019-02-25 15:26:36.199779
44,1,2019-02-25 15:26:36.500471
45,1,2019-02-25 15:26:38.173750
46,1,2019-02-25 15:26:38.556957
47,1,2019-02-25 15:26:39.008926
48,1,2019-02-25 15:26:43.107914
49,1,2019-02-25 15:26:46.490171
50,1,2019-02-25 15:26:46.997481
51,1,2019-02-25 15:26:47.762186
52,1,2019-02-25 15:26:48.264992
53,1,2019-02-25 15:26:48.565650
54,1,2019-02-25 15:26:48.866333
55,1,2019-02-25 15:26:51.424872
56,1,2019-02-25 15:26:51.725524
57,1,2019-02-25 15:26:52.610798
58,1,2019-02-25 15:26:54.816577
59,1,2019-02-25 15:26:55.158037
60,1,2019-02-25 15:26:55.542718
61,1,2019-02-25 15:26:55.843467
62,1,2019-02-25 15:26:56.144176
63,1,2019-02-25 15:26:56.445056
64,1,2019-02-25 15:26:56.745936
65,1,2019-02-25 15:26:58.274883
66,1,2019-02-25 15:26:59.623440
67,2,2019-02-25 15:27:01.525622
